,Route,Attempted,Succeeded,Temperature AVG,Relative Humidity AVG,Wind Speed Daily AVG,Wind Direction AVG,Solar Radiation AVG
5018,Liberty RIngraham Directge,1,0,30.66458333,30.90483333,6.0655,141.95708330000002,44.96
5207,Ingraham Direct,1,0,20.37458333,98.55,36.7425,277.775,0.0
3763,Disappointment Cleaver,1,1,40.29708333,39.14,9.701375,19.75291667,358.0332917
3277,Disappointment Cleaver,1,0,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
1907,Disappointment Cleaver,1,1,40.76375,30.05708333,4.1517916669999995,30.62458333,315.5002917
1306,Disappointment Cleaver,1,1,46.55333333,30.25375,6.036208332999999,252.915,295.18425
2508,Disappointment Cleaver,1,1,49.7325,49.06958333,3.9822916669999997,226.1925,328.9838333
2688,Emmons-Winthrop,1,0,33.37666667,90.77416667,24.12541667,268.4125,220.184875
873,Disappointment Cleaver,1,0,36.16208333,91.36375,64.10625,40.25666667,53.22416667
2795,Emmons-Winthrop,1,1,48.91333333,47.2225,3.00025,33.93708333,344.3869583
2460,Disappointment Cleaver,1,1,49.15458333,32.24525,8.580916667,189.9991667,334.19675
477,Disappointment Cleaver,1,1,53.10583333,15.78708333,2.488416667,140.1174583,243.4372917
2886,Disappointment Cleaver,1,0,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
1163,Disappointment Cleaver,1,0,43.20875,14.29633333,19.14175,19.62958333,293.7495
1352,Emmons-Winthrop,1,1,46.55333333,30.25375,6.036208332999999,252.915,295.18425
211,Disappointment Cleaver,1,0,40.44916667,63.53708333,7.9539166670000006,34.0375,219.4595
4658,Disappointment Cleaver,1,0,33.09125,83.53666667,6.95925,61.31625,0.212708333
2143,Disappointment Cleaver,1,0,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
1209,Disappointment Cleaver,1,1,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
3224,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
5319,Ingraham Direct,1,0,27.86,23.49420833,4.405791667,232.66575,0.0
1575,Emmons-Winthrop,1,0,45.62583333,54.49666667,9.515125,194.9952083,181.97529169999999
1846,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
4164,Disappointment Cleaver,1,1,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
5045,Nisqually Glacier,1,0,30.19708333,33.99591667,31.02083333,280.3833333,0.0
1422,Disappointment Cleaver,1,1,40.04916667,77.10333333,14.9015,245.56375,170.0025833
914,Disappointment Cleaver,1,0,40.64875,66.89916667,38.68416667,21.47416667,250.302375
2982,Disappointment Cleaver,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
2395,Emmons-Winthrop,1,0,38.75666667,43.62791667,5.683125,18.71875,301.8440417
2133,Disappointment Cleaver,1,0,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
735,Disappointment Cleaver,1,0,22.40041667,91.62541667,23.27375,188.12083330000002,233.4845833
3795,Disappointment Cleaver,1,1,40.29708333,39.14,9.701375,19.75291667,358.0332917
962,Disappointment Cleaver,1,0,42.415,26.72666667,24.9475,19.63125,275.21133330000004
1040,Disappointment Cleaver,1,0,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
1554,Disappointment Cleaver,1,0,51.37583333,46.14041667,6.6737083329999995,171.633375,208.6705
70,Disappointment Cleaver,1,0,27.32208333,59.46991667,15.73075,216.3425,183.87170830000002
3929,Kautz Glacier,1,1,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
141,Disappointment Cleaver,1,1,37.40666667,17.20541667,13.77908333,149.3954167,221.8321667
4943,Disappointment Cleaver,1,1,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
1255,Disappointment Cleaver,1,0,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
2802,Disappointment Cleaver,1,0,48.91333333,47.2225,3.00025,33.93708333,344.3869583
4291,Disappointment Cleaver,1,0,25.92333333,96.78333333,8.679666667000001,263.1208333,272.3627917
749,Disappointment Cleaver,1,0,22.40041667,91.62541667,23.27375,188.12083330000002,233.4845833
3623,Disappointment Cleaver,1,0,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
2756,Disappointment Cleaver,1,1,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
2966,Emmons-Winthrop,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
4406,Disappointment Cleaver,1,1,40.17125,36.86833333,9.813375,247.1904167,352.442875
3218,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
1708,Disappointment Cleaver,1,0,37.08375,48.48666667,30.84,264.2958333,170.5599167
1725,Kautz Glacier,1,0,37.08375,48.48666667,30.84,264.2958333,170.5599167
3910,Disappointment Cleaver,1,0,35.51375,64.3275,7.011958333,29.11708333,343.898
2118,Disappointment Cleaver,1,1,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
4622,Disappointment Cleaver,1,0,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
4376,glacier only - no summit attempt,1,0,40.17125,36.86833333,9.813375,247.1904167,352.442875
38,Disappointment Cleaver,1,1,38.33541667,27.02541667,17.11520833,270.8666667,201.85258330000002
508,Disappointment Cleaver,1,1,35.25291667,48.96291667,3.89525,235.4966667,248.5455
4945,Disappointment Cleaver,1,1,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
3435,Disappointment Cleaver,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
4305,Disappointment Cleaver,1,1,32.82458333,87.04375,10.558625,234.41875,144.2045
4892,Emmons-Winthrop,1,0,25.05958333,97.11666667,4.398875,98.80383333,0.0
2181,Emmons-Winthrop,1,0,46.39625,38.65208333,3.945041667,239.8408333,323.31233330000003
1262,Emmons-Winthrop,1,0,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
2448,Disappointment Cleaver,1,1,49.15458333,32.24525,8.580916667,189.9991667,334.19675
1676,Emmons-Winthrop,1,1,37.08375,48.48666667,30.84,264.2958333,170.5599167
1524,Disappointment Cleaver,1,1,51.37583333,46.14041667,6.6737083329999995,171.633375,208.6705
3856,Emmons-Winthrop,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
3834,Kautz Glacier,1,1,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
4698,Disappointment Cleaver,1,1,31.2,75.00458333,11.31595833,83.57208333,0.129958333
5255,Fuhrer's Finger,1,1,29.34916667,26.28670833,4.898791667,181.6716667,10.899125
1214,Disappointment Cleaver,1,1,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
4346,Disappointment Cleaver,1,1,38.96666667,57.53291667,26.49375,274.8,292.17425
2148,Disappointment Cleaver,1,0,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
5381,glacier only - no summit attempt,1,1,33.31875,60.20041667,7.140916667000001,116.29458329999999,227.597125
4956,Liberty RIngraham Directge,1,0,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
5283,Gibralter Ledges,1,0,11.92791667,47.75208333,17.233,100.5295833,0.0
2515,Disappointment Cleaver,1,1,49.7325,49.06958333,3.9822916669999997,226.1925,328.9838333
2189,Emmons-Winthrop,1,1,40.95583333,50.64916667,7.499333332999999,227.9012083,326.1535417
3654,Kautz Glacier,1,1,35.0875,40.37208333,2.47725,149.27625,358.7460833
4890,Emmons-Winthrop,1,0,25.05958333,97.11666667,4.398875,98.80383333,0.0
2072,Kautz Glacier,1,0,56.15375,16.52041667,4.563958333,25.00291667,323.836125
1814,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
2670,Emmons-Winthrop,1,0,32.21958333,92.41416667,11.55325,226.942625,252.476625
2827,Disappointment Cleaver,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
3509,Emmons-Winthrop,1,1,49.23875,37.54708333,5.079166667,143.1625,353.6944583
5215,Ingraham Direct,1,0,24.08583333,99.84166667,51.35583333,271.8583333,0.0
3058,Disappointment Cleaver,1,0,55.1375,20.55941667,0.753458333,90.53458333,357.3411667
2411,Emmons-Winthrop,1,1,41.5075,23.71291667,23.71208333,163.2116667,318.05425
1273,Emmons-Winthrop,1,0,49.47041667,39.9375,4.31375,244.5733333,290.5622917
485,Disappointment Cleaver,1,0,53.10583333,15.78708333,2.488416667,140.1174583,243.4372917
2425,Disappointment Cleaver,1,0,41.5075,23.71291667,23.71208333,163.2116667,318.05425
1770,Disappointment Cleaver,1,0,37.20791667,71.93125,27.72875,202.2658333,240.0982083
3236,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
3977,Disappointment Cleaver,1,1,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
3170,Disappointment Cleaver,1,0,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
3586,Emmons-Winthrop,1,1,31.41125,80.40458333,13.34379167,242.9666667,240.7595833
1195,Disappointment Cleaver,1,1,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
4407,Disappointment Cleaver,1,1,40.17125,36.86833333,9.813375,247.1904167,352.442875
4797,Disappointment Cleaver,1,1,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
975,Disappointment Cleaver,1,1,43.36666667,22.565875,22.82541667,17.94333333,236.7139583
2792,Kautz Glacier,1,1,48.91333333,47.2225,3.00025,33.93708333,344.3869583
4566,Disappointment Cleaver,1,0,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
4324,Disappointment Cleaver,1,0,32.82458333,87.04375,10.558625,234.41875,144.2045
475,Disappointment Cleaver,1,0,52.30416667,18.9025,12.39225,278.9,234.3315833
109,Disappointment Cleaver,1,0,36.09958333,60.97875,51.61083333,265.4166667,180.315875
4927,Disappointment Cleaver,1,0,26.6925,77.28375,14.55358333,118.58666670000001,5.400625
2433,Disappointment Cleaver,1,0,41.5075,23.71291667,23.71208333,163.2116667,318.05425
3973,Disappointment Cleaver,1,1,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
2976,Disappointment Cleaver,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
2848,Disappointment Cleaver,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
4810,Disappointment Cleaver,1,1,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
3765,Disappointment Cleaver,1,1,40.29708333,39.14,9.701375,19.75291667,358.0332917
4573,Disappointment Cleaver,1,0,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
944,Disappointment Cleaver,1,1,42.415,26.72666667,24.9475,19.63125,275.21133330000004
227,Disappointment Cleaver,1,0,40.44916667,63.53708333,7.9539166670000006,34.0375,219.4595
1750,Disappointment Cleaver,1,1,37.20791667,71.93125,27.72875,202.2658333,240.0982083
451,Disappointment Cleaver,1,0,52.30416667,18.9025,12.39225,278.9,234.3315833
4515,Disappointment Cleaver,1,1,32.7775,49.44625,2.176375,217.676125,30.99041667
4561,Disappointment Cleaver,1,1,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
1002,Disappointment Cleaver,1,0,43.36666667,22.565875,22.82541667,17.94333333,236.7139583
94,Disappointment Cleaver,1,0,32.39041667,95.30583333,61.3875,261.03333330000004,12.38258333
1427,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
4194,glacier only - no summit attempt,1,0,47.80666667,19.34166667,3.136458333,265.0845833,353.86870830000004
1123,Emmons-Winthrop,1,1,43.20875,14.29633333,19.14175,19.62958333,293.7495
3945,Disappointment Cleaver,1,1,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
3450,Disappointment Cleaver,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
580,Disappointment Cleaver,1,0,28.99416667,74.715,11.76808333,213.9854167,241.9712917
5278,Unknown,1,0,11.92791667,47.75208333,17.233,100.5295833,0.0
2650,Disappointment Cleaver,1,1,32.21958333,92.41416667,11.55325,226.942625,252.476625
642,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
910,Disappointment Cleaver,1,0,40.64875,66.89916667,38.68416667,21.47416667,250.302375
2424,Kautz Glacier,1,1,41.5075,23.71291667,23.71208333,163.2116667,318.05425
394,Disappointment Cleaver,1,0,51.76,27.91541667,19.81575,220.86625,238.10541669999998
1489,Disappointment Cleaver,1,1,49.99208333,30.82541667,24.7425,271.9333333,276.0485
3533,Kautz Glacier,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
1225,Disappointment Cleaver,1,0,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
5112,Wilson Headwall,1,0,32.19458333,18.87916667,8.654291667,214.38133330000002,34.68395833
3356,Kautz Glacier,1,1,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
2764,Little Tahoma,1,1,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
1452,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
3883,Disappointment Cleaver,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
4278,Disappointment Cleaver,1,1,29.01333333,85.95333333,2.220333333,227.6720833,284.8479167
360,Disappointment Cleaver,1,0,42.59166667,17.42758333,14.43820833,20.535,207.5935
1379,Disappointment Cleaver,1,1,41.11791667,44.51291667,1.663208333,210.48,294.587625
2777,Disappointment Cleaver,1,1,48.76583333,52.98708333,3.8235416669999998,130.49395829999997,249.2470833
4724,Disappointment Cleaver,1,0,29.47333333,91.06,6.361583333,79.80166667,21.76520833
2268,Disappointment Cleaver,1,0,27.265,80.21208333,5.009375,198.077125,205.9569583
1704,Disappointment Cleaver,1,1,37.08375,48.48666667,30.84,264.2958333,170.5599167
4965,Fuhrers Finger,1,0,28.24208333,52.79375,6.912000000000001,122.80741670000002,35.50208333
1724,Kautz Glacier,1,0,37.08375,48.48666667,30.84,264.2958333,170.5599167
2766,Kautz Glacier,1,1,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
2775,Disappointment Cleaver,1,1,48.76583333,52.98708333,3.8235416669999998,130.49395829999997,249.2470833
2594,Disappointment Cleaver,1,1,39.01,44.30583333,5.761708333,215.84058330000002,314.619375
5409,Disappointment Cleaver,1,1,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
4235,Disappointment Cleaver,1,1,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
1190,Disappointment Cleaver,1,1,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
3989,Disappointment Cleaver,1,1,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
634,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
317,Disappointment Cleaver,1,1,23.02125,60.216125,11.10675,13.96916667,90.693
1568,Emmons-Winthrop,1,0,45.62583333,54.49666667,9.515125,194.9952083,181.97529169999999
2402,Disappointment Cleaver,1,0,38.8725,37.42833333,4.6595833330000005,19.09375,333.48675
705,Disappointment Cleaver,1,0,20.42208333,90.81,8.345,195.80375,214.4229167
2005,Kautz Glacier,1,0,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
4237,Disappointment Cleaver,1,1,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
3848,Disappointment Cleaver,1,1,38.61666667,33.18291667,9.260916667,28.18208333,352.22116669999997
3300,Emmons-Winthrop,1,1,55.05083333,49.77,8.242,243.3878333,184.279375
4162,Disappointment Cleaver,1,1,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
945,Disappointment Cleaver,1,1,42.415,26.72666667,24.9475,19.63125,275.21133330000004
4787,Fuhrers Finger,1,0,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
1984,Emmons-Winthrop,1,1,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
1189,Disappointment Cleaver,1,1,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
740,Disappointment Cleaver,1,0,22.40041667,91.62541667,23.27375,188.12083330000002,233.4845833
4404,Disappointment Cleaver,1,1,40.17125,36.86833333,9.813375,247.1904167,352.442875
2841,Disappointment Cleaver,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
3342,Little Tahoma,1,0,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
2973,Disappointment Cleaver,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
2067,Disappointment Cleaver,1,1,52.54125,39.97458333,15.25883333,23.74833333,199.0620833
2154,Emmons-Winthrop,1,1,48.88666667,27.80416667,13.75808333,270.7366667,326.9785417
3479,Kautz Glacier,1,1,49.23875,37.54708333,5.079166667,143.1625,353.6944583
4314,Disappointment Cleaver,1,1,32.82458333,87.04375,10.558625,234.41875,144.2045
521,Disappointment Cleaver,1,1,35.25291667,48.96291667,3.89525,235.4966667,248.5455
1743,Disappointment Cleaver,1,1,37.20791667,71.93125,27.72875,202.2658333,240.0982083
5392,Disappointment Cleaver,1,1,33.31875,60.20041667,7.140916667000001,116.29458329999999,227.597125
1343,Disappointment Cleaver,1,0,46.55333333,30.25375,6.036208332999999,252.915,295.18425
1398,Disappointment Cleaver,1,1,41.62791667,19.56183333,7.595541667000001,228.6825,305.5728333
4178,Emmons-Winthrop,1,1,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
5084,Wilson Headwall,1,0,21.72125,46.13583333,6.800083333,246.0141667,14.9675
883,Disappointment Cleaver,1,0,36.16208333,91.36375,64.10625,40.25666667,53.22416667
3005,Disappointment Cleaver,1,0,54.94875,28.75125,1.358333333,28.05416667,351.9732917
1010,Disappointment Cleaver,1,1,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
513,Disappointment Cleaver,1,1,35.25291667,48.96291667,3.89525,235.4966667,248.5455
1418,Disappointment Cleaver,1,1,40.04916667,77.10333333,14.9015,245.56375,170.0025833
3397,Disappointment Cleaver,1,1,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
5272,Ingraham Direct,1,0,21.1575,18.090999999999998,18.71625,115.95833329999999,0.0
927,Disappointment Cleaver,1,0,41.95083333,54.23375,35.89916667,22.13458333,234.041625
3905,Disappointment Cleaver,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
1356,Emmons-Winthrop,1,1,46.55333333,30.25375,6.036208332999999,252.915,295.18425
2190,Emmons-Winthrop,1,1,40.95583333,50.64916667,7.499333332999999,227.9012083,326.1535417
939,Disappointment Cleaver,1,1,42.415,26.72666667,24.9475,19.63125,275.21133330000004
3088,Disappointment Cleaver,1,0,51.54416667,20.74295833,9.233416667,23.74916667,357.33275
2185,Emmons-Winthrop,1,1,40.95583333,50.64916667,7.499333332999999,227.9012083,326.1535417
880,Disappointment Cleaver,1,0,36.16208333,91.36375,64.10625,40.25666667,53.22416667
542,Disappointment Cleaver,1,0,35.25291667,48.96291667,3.89525,235.4966667,248.5455
651,Disappointment Cleaver,1,0,21.42833333,90.97875,5.825083332999999,173.56916669999998,141.671125
2602,Emmons-Winthrop,1,0,39.54875,49.60458333,4.6205,212.9254167,328.7012083
203,Disappointment Cleaver,1,0,37.6425,68.0775,31.28666667,40.02583333,215.14358330000002
5310,Gibralter Ledges,1,0,28.02,27.65333333,10.29258333,212.0725417,0.0
4009,Kautz Glacier,1,0,39.88916667,12.741125,14.657875,33.32166667,368.0560833
2858,Disappointment Cleaver,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
820,Disappointment Cleaver,1,0,32.31,100.0,25.74,234.5,0.0
157,Disappointment Cleaver,1,0,37.40666667,17.20541667,13.77908333,149.3954167,221.8321667
1480,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
3051,Disappointment Cleaver,1,0,55.1375,20.55941667,0.753458333,90.53458333,357.3411667
3902,Disappointment Cleaver,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
5019,Liberty RIngraham Directge,1,0,30.66458333,30.90483333,6.0655,141.95708330000002,44.96
3555,Disappointment Cleaver,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
5152,glacier only - no summit attempt,1,0,8.220708333,81.88125,5.4999583329999995,174.52716669999998,0.397291667
2053,Kautz Glacier,1,0,52.54125,39.97458333,15.25883333,23.74833333,199.0620833
4645,Disappointment Cleaver,1,1,33.09125,83.53666667,6.95925,61.31625,0.212708333
2904,Emmons-Winthrop,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
3370,Kautz Glacier,1,0,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
5223,Disappointment Cleaver,1,0,33.02833333,26.12733333,12.34270833,16.41208333,10.20933333
2678,Emmons-Winthrop,1,1,33.37666667,90.77416667,24.12541667,268.4125,220.184875
2717,Disappointment Cleaver,1,1,40.66333333,69.77416667,21.65779167,273.03333330000004,231.46820830000001
1193,Disappointment Cleaver,1,1,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
2218,Emmons-Winthrop,1,1,33.30333333,52.5,7.444625,191.560875,278.7935833
3231,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
180,Disappointment Cleaver,1,0,37.6425,68.0775,31.28666667,40.02583333,215.14358330000002
1198,Disappointment Cleaver,1,1,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
2929,Disappointment Cleaver,1,1,47.63541667,46.01083333,2.864833333,30.16916667,333.7253333
4342,Disappointment Cleaver,1,1,38.96666667,57.53291667,26.49375,274.8,292.17425
5200,Disappointment Cleaver,1,0,27.38791667,55.47,32.96583333,273.825,0.0
2364,Disappointment Cleaver,1,0,38.75666667,43.62791667,5.683125,18.71875,301.8440417
4744,Disappointment Cleaver,1,0,29.47333333,91.06,6.361583333,79.80166667,21.76520833
3302,Emmons-Winthrop,1,1,55.05083333,49.77,8.242,243.3878333,184.279375
2940,Kautz Glacier,1,1,47.63541667,46.01083333,2.864833333,30.16916667,333.7253333
699,Disappointment Cleaver,1,0,20.42208333,90.81,8.345,195.80375,214.4229167
4704,Disappointment Cleaver,1,0,31.2,75.00458333,11.31595833,83.57208333,0.129958333
4382,Ingraham Direct,1,1,40.17125,36.86833333,9.813375,247.1904167,352.442875
239,Disappointment Cleaver,1,0,40.44916667,63.53708333,7.9539166670000006,34.0375,219.4595
1032,Disappointment Cleaver,1,0,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
2962,Kautz Glacier,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
515,Disappointment Cleaver,1,1,35.25291667,48.96291667,3.89525,235.4966667,248.5455
4266,Disappointment Cleaver,1,1,29.01333333,85.95333333,2.220333333,227.6720833,284.8479167
2636,Kautz Glacier,1,0,37.98625,47.64541667,2.382125,207.16666669999998,345.6050417
3890,Disappointment Cleaver,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
3597,Disappointment Cleaver,1,1,31.41125,80.40458333,13.34379167,242.9666667,240.7595833
4390,Disappointment Cleaver,1,1,40.17125,36.86833333,9.813375,247.1904167,352.442875
5441,Disappointment Cleaver,1,0,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
3941,Disappointment Cleaver,1,1,32.69458333,70.2725,2.7260000000000004,30.691,362.93758330000003
5247,Ingraham Direct,1,0,30.76583333,29.75333333,12.09995833,266.51375,0.0
4703,Disappointment Cleaver,1,1,31.2,75.00458333,11.31595833,83.57208333,0.129958333
2307,Disappointment Cleaver,1,0,39.98208333,68.69458333,19.50670833,24.84125,309.638125
2217,Emmons-Winthrop,1,1,33.30333333,52.5,7.444625,191.560875,278.7935833
2176,Emmons-Winthrop,1,0,46.39625,38.65208333,3.945041667,239.8408333,323.31233330000003
1289,Disappointment Cleaver,1,0,49.47041667,39.9375,4.31375,244.5733333,290.5622917
3620,Ingraham Direct,1,0,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
467,Disappointment Cleaver,1,0,52.30416667,18.9025,12.39225,278.9,234.3315833
4581,Disappointment Cleaver,1,0,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
3211,Emmons-Winthrop,1,0,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
2206,Disappointment Cleaver,1,1,40.95583333,50.64916667,7.499333332999999,227.9012083,326.1535417
5087,Gibralter Chute,1,0,9.032041667,91.73125,42.71291667,224.6958333,0.0
4666,Disappointment Cleaver,1,0,33.50083333,79.21708333,8.0455,68.29604167,14.27883333
3324,Disappointment Cleaver,1,0,55.05083333,49.77,8.242,243.3878333,184.279375
3493,Disappointment Cleaver,1,1,49.23875,37.54708333,5.079166667,143.1625,353.6944583
1185,Disappointment Cleaver,1,1,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
1456,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
4759,Disappointment Cleaver,1,1,28.76875,86.63041667,5.22225,193.9629167,4.549958333
4603,Liberty RIngraham Directge,1,0,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
2856,Disappointment Cleaver,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
1424,Disappointment Cleaver,1,1,40.04916667,77.10333333,14.9015,245.56375,170.0025833
1383,Disappointment Cleaver,1,0,41.11791667,44.51291667,1.663208333,210.48,294.587625
2313,Disappointment Cleaver,1,0,39.98208333,68.69458333,19.50670833,24.84125,309.638125
201,Disappointment Cleaver,1,0,37.6425,68.0775,31.28666667,40.02583333,215.14358330000002
4275,Disappointment Cleaver,1,1,29.01333333,85.95333333,2.220333333,227.6720833,284.8479167
165,Disappointment Cleaver,1,0,37.40666667,17.20541667,13.77908333,149.3954167,221.8321667
1890,Disappointment Cleaver,1,0,42.45083333,43.5075,4.640541667,20.59791667,308.749
3038,Disappointment Cleaver,1,1,55.1375,20.55941667,0.753458333,90.53458333,357.3411667
4331,Disappointment Cleaver,1,0,32.82458333,87.04375,10.558625,234.41875,144.2045
4758,Disappointment Cleaver,1,1,28.76875,86.63041667,5.22225,193.9629167,4.549958333
1122,Emmons-Winthrop,1,1,43.20875,14.29633333,19.14175,19.62958333,293.7495
3153,Disappointment Cleaver,1,1,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
2920,Emmons-Winthrop,1,0,47.63541667,46.01083333,2.864833333,30.16916667,333.7253333
718,Disappointment Cleaver,1,0,20.42208333,90.81,8.345,195.80375,214.4229167
3256,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
828,Disappointment Cleaver,1,0,32.31,100.0,25.74,234.5,0.0
1464,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
2436,Kautz Glacier,1,0,49.15458333,32.24525,8.580916667,189.9991667,334.19675
2222,Emmons-Winthrop,1,1,33.30333333,52.5,7.444625,191.560875,278.7935833
4102,Disappointment Cleaver,1,0,48.69,13.59708333,4.309125,22.21325,363.666625
4925,Disappointment Cleaver,1,0,26.6925,77.28375,14.55358333,118.58666670000001,5.400625
2750,Emmons-Winthrop,1,1,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
2570,Disappointment Cleaver,1,1,38.33166667,47.50333333,6.444208333,162.33083330000002,324.7182083
2446,Emmons-Winthrop,1,0,49.15458333,32.24525,8.580916667,189.9991667,334.19675
1251,Disappointment Cleaver,1,0,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
4781,Disappointment Cleaver,1,0,31.28083333,55.86166667,3.632791667,148.240375,28.800125
2146,Disappointment Cleaver,1,0,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
1998,Kautz Glacier,1,1,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
1948,Disappointment Cleaver,1,1,37.44,38.43166667,7.56075,17.995,304.6057083
4696,Disappointment Cleaver,1,1,31.2,75.00458333,11.31595833,83.57208333,0.129958333
1898,Emmons-Winthrop,1,0,40.76375,30.05708333,4.1517916669999995,30.62458333,315.5002917
